100019351535;6577034818;47886648;04/13/2021;36464;EA;;COUNTER;36464;Counter/odometer/cyclometer total;
100019351535;6577034840;47886648;04/13/2021;36464;EA;;COUNTER;36464;Counter/odometer/cyclometer total;
100019351535;6577034819;47886652;04/13/2021;;;;DRAG MAX TAP;;Dghnd Raised;
100019351535;6577034841;47886652;04/13/2021;;;;DRAG MAX TAP;;Dghnd Raised;
100019351535;6577034820;47886656;04/13/2021;;;;DRAG MIN TAP;;Dghnd Ler;
100019351535;6577034842;47886656;04/13/2021;;;;DRAG MIN TAP;;Dghnd Ler;
100019351535;6577034821;47886668;04/13/2021;18;°C;;LV WINDING TEMP DRAG;;LV Winding Temp Draghand;
100019351535;6577034843;47886668;04/13/2021;18;°C;;LV WINDING TEMP DRAG;;LV Winding Temp Draghand;
100019351535;6577034822;47886672;04/13/2021;26;°C;;TEMP MAX TOP OIL;;Temp Max Top Oil;
100019351535;6577034844;47886672;04/13/2021;26;°C;;TEMP MAX TOP OIL;;Temp Max Top Oil;
100019351535;6576581205;47866234;12/14/2020;36464;Ops;VSS MOBILE UPDATE;TXF B;;Old Town TXF B LTC Operation;
100019351535;6576581201;47866234;10/19/2020;36464;Ops;VSS MOBILE UPDATE;TXF B;;Old Town TXF B LTC Operation;
100019351535;6576581197;47866234;08/18/2020;36463;Ops;VSS MOBILE UPDATE;TXF B;;Old Town TXF B LTC Operation;
100019351535;6576581193;47866234;06/09/2020;36463;Ops;VSS MOBILE UPDATE;TXF B;;Old Town TXF B LTC Operation;
100019351535;6576581189;47866234;04/20/2020;36463;Ops;VSS MOBILE UPDATE;TXF B;;Old Town TXF B LTC Operation;
100019351535;6576581153;47866234;02/19/2020;36367;Ops;VSS MOBILE UPDATE;TXF B;;Old Town TXF B LTC Operation;
100019351535;6576581117;47866234;12/12/2019;36057;Ops;VSS MOBILE UPDATE;TXF B;;Old Town TXF B LTC Operation;
100019351535;6576581113;47866234;10/21/2019;35848;Ops;VSS MOBILE UPDATE;TXF B;;Old Town TXF B LTC Operation;
