100015683925;6535834;0001;0001-2;34;12500;;1;;;;1;;;
100015684588;C0474951;0001;0001-5;34;14000;;1;;;;1;;;
100015684486;8113698;0001;0001-4;34;10000;;1;;;;1;;;
100015686816;1796518;0006;0006-3;11.5;5000;;1;;;;1;;;
100015687711;C0493152;0006;0006-629PS;11.5;15;;1;;;;1;;;
100015686456;26150596;0006;0006-1;11.5;7000;;1;;;;1;;;
100015688657;5066303;0007;0007-5A;115;12500;;1;;;;1;;;
100015688681;8284780;0007;0007-6;115;18750;;1;;;;1;;;
100015688584;8278165;0007;0007-5;115;12500;;1;;;;1;;;
100015688997;G186002;0007;0007-10T;34.5;40000;;1;;;;1;;;
100015689023;G186003;0007;0007-11T;34.5;40000;;1;;;;1;;;
100015689030;G186004;0007;0007-12T;115;40000;;1;;;;1;;;
100015688965;G186001;0007;0007-9T;34.5;40000;;1;;;;1;;;
100015689202;C0753655;0009;0009- EMSP 34KV REG 37MVA LTC;34.5;38;;1;;;;1;;;
100015689203;C0753654;0009;0009-FUTURE STA 8132 REG;34.5;38;;1;;;;1;;;
100015689206;B339282;0009;0009- EMSP 34-4KV .5 MVA;34.5;500;;1;;;;1;;;
100015689234;G237101;0009;0009-SPARE;115;70000;;1;;;;1;;;
100015695037;C0344951;0009;0009-SPARE;34.5;28000;;1;;;;1;;;
100015689229;4541744;0009;0009-SPARE 1P 34-4 500KVA;0;500;;1;;;;1;;;
100015689205;3328823;0009;0009- EMSP 34-4KV 1.25 MVA;34.5;1250;;1;;;;1;;;
100015689228;4541745;0009;0009-SPARE 1P 34-4 500KVA;0;500;;1;;;;1;;;
100015689230;4541743;0009;0009-SPARE 1P 34-4 500KVA;0;500;;1;;;;1;;;
100016021434;129516;0009;0009-SPARE;0;56000;;1;;;;1;;;
100015689235;20151300372;0009;0009-SPARE;34.5;56000;;1;;;;1;;;
100016021532;E44021214;0009;0009-SPARE;34;14000;;1;;;;1;;;
100016021410;T040N0116202;0009-SPARE;0009-SPARE;0;40000;;1;;;;1;;;
100016021421;T040N0116201;0009-SPARE;0009-SPARE;0;40000;;1;;;;1;;;
100015689289;8565181;0014;0014-2;11.5;12250;;1;;;;1;;;
100015689249;2669285;0014;0014-1;11.5;12250;;1;;;;1;;;
100015689460;2493992;0015;0015-2;11.5;6250;;1;;;;1;;;
100015689429;C859145;0015;0015-1;11.5;6250;;1;;;;1;;;
100015689650;2492330;0016;0016-2;11.5;6250;;1;;;;1;;;
100015689609;2010480071;0016;0016-1;11.5;6670;;1;;;;1;;;
100015689794;2493991;0017;0017-2;11.5;6250;;1;;;;1;;;
100015689758;B359118;0017;0017-1;11.5;6250;;1;;;;1;;;
100015689955;2598832;0018;0018-2;11.5;12250;;1;;;;1;;;
100015689884;B359117;0018;0018-1;11.5;12250;;1;;;;1;;;
100015690008;C586596;0018;0018-3;34.5;20000;;1;;;;1;;;
100015690216;2494031;0019;0019-2;11.5;6250;;1;;;;1;;;
100015690177;8565182;0019;0019-1;11.5;6250;;1;;;;1;;;
100015690322;2901980;0022;0022-1;34.5;6250;;1;;;;1;;;
100015690893;L248795B;0023;0023-3GND;11.5;0;;1;;;;1;;;
100015690661;H887489B;0023;0023-1GND;11.5;0;;1;;;;1;;;
100015690468;K547199;0023;0023-1;115;74000;;1;;;;1;;;
100015690720;M100363;0023;0023-2;115;74000;;1;;;;1;;;
100015690945;L248795A;0023;0023-4GND;11.5;0;;1;;;;1;;;
100015690803;H887489A;0023;0023-2GND;11.5;0;;1;;;;1;;;
100015691530;6994674;0026;0026-1;34.5;33300;;1;;;;1;;;
100015691795;8285307;0029;0029-1BUS;4;6700;;1;;;;1;;;
100015691904;8285308;0029;0029-2BUS;4;6700;;1;;;;1;;;
100015691761;2048763;0029;0029-1;34.5;6700;;1;;;;1;;;
100015692282;C0478551;0029;0029-725PS;34.5;35;;1;;;;1;;;
100015692307;C0478552;0029;0029-731PS;34.5;35;;1;;;;1;;;
100015691823;2048764;0029;0029-2;34.5;6700;;1;;;;1;;;
100015691934;A0157T;0029;0029-3;34.5;10500;;1;;;;1;;;
100015693160;C857154;0033;0033-SPARE;34.5;6000;;1;;;;1;;;
100015692646;RBB66641;0033;0033-3;34.5;37300;;1;;;;1;;;
100015692355;C0214751;0033;0033-1;34.5;10500;;1;;;;1;;;
100015692463;A6890;0033;0033-11;115;28000;;1;;;;1;;;
100015692409;MLL94102;0033;0033-10;115;75000;;1;;;;1;;;
100015692586;312763011;0033;0033-2;34.5;14000;;1;;;;1;;;
100015693072;MLL94101;0033;0033-8;115;75000;;1;;;;1;;;
100015693219;2760104;0034;0034-2;11;6250;;1;;;;1;;;
100015693703;2979825;0035;0035-2;11;6250;;1;;;;1;;;
100015693637;2979824;0035;0035-1;11;6250;;1;;;;1;;;
100015694028;E691590A;0036;0036-2;34.5;7000;;1;;;;1;;;
100015693990;B501292;0036;0036-1;11.5;6250;;1;;;;1;;;
100015694208;S32105;0036;0036-3;705;14000;;1;;;;1;;;
100015694749;C181325;0037;0037-5;34.5;20000;;1;;;;1;;;
100015694274;H880253;0037;0037-10;34.5;10500;;1;;;;1;;;
100015694235;B501293;0037;0037-1;11;6250;;1;;;;1;;;
100015694985;C0750852;0037;0037-8;115;75000;;1;;;;1;;;
100015694675;P670358;0037;0037-4;34.5;37300;;1;;;;1;;;
100015694479;8285124;0037;0037-3;34.5;6250;;1;;;;1;;;
100015695530;2048762;0038;0038-4;34.5;25000;;1;;;;1;;;
100015695612;D573319;0038;0038-5;34.5;33000;;1;;;;1;;;
100015695324;1014126173;0038;0038-3;34.5;20000;;1;;;;1;;;
100015705533;810100;0038;0038-1;11;7000;;1;;;;1;;;
100015689204;GM951447;0038;0038-1;11;7000;;1;;;;1;;;
100015695274;S31663;0038;0038-2;11.5;7000;;1;;;;1;;;
100015696125;2010480072;0039;0039-2;11.5;6667;;1;;;;1;;;
100015696087;6640363;0039;0039-1;11.5;5000;;1;;;;1;;;
100015696300;F960771B;0040;0040-3;34.5;10500;;1;;;;1;;;
100015696391;G860269;0040;0040-4;34.5;10500;;1;;;;1;;;
100015696450;8284453;0040;0040-5;34.5;12500;;1;;;;1;;;
100015696586;1994745;0041;0041-2;11;10000;;1;;;;1;;;
100015696531;1966667;0041;0041-1;34.5;9375;;1;;;;1;;;
100015696741;5063130;0042;0042-1;34.5;6250;;1;;;;1;;;
100015697491;C0348851;0042;0042-7;115;75000;;1;;;;1;;;
100015697864;G186101;0042;0042-9T;115;56000;;1;;;;1;;;
100015697885;G190202;0042;0042-10T;115;75000;;1;;;;1;;;
100015697991;1613681309;0042;0042-12 TRANS;34.5;10500;;1;;;;1;;;
100015697871;G186102;0042;0042-11T;34.5;7500;;1;;;;1;;;
100015698039;C201110S01;0042;0042-920 PS;115;75000;;1;;;;1;;;
100015696906;11051913;0042;0042-2;115;75000;;1;;;;1;;;
100015697878;G190201;0042;0042-8T;115;56000;;1;;;;1;;;
100015698028;1603231309;0042;0042-4T;115;230000;;1;;;;1;;;
100015698120;B682360;0043;0043-4;34.5;6250;;1;;;;1;;;
100015698090;8285125;0043;0043-3;34.5;6250;;1;;;;1;;;
100015698346;F960505B;0045;0045-1;34.5;7000;;1;;;;1;;;
100015698422;201048004;0046;0046-1;34.5;6600;;1;;;;1;;;
100015698637;C0004051;0046;0046-3;34.5;6250;;1;;;;1;;;
100015698486;2007380;0046;0046-2;34.5;12500;;1;;;;1;;;
100015698796;8113647;0047;0047-1;11.5;5330;;1;;;;1;;;
100015698835;8112697;0047;0047-2;11.5;5330;;1;;;;1;;;
100015699694;RDP16511;0048;0048-8;115;28000;;1;;;;1;;;
100015699904;A0747T;0048;0048-IN STOCK (SPARE);115;28000;;1;;;;1;;;
100015699547;C0419351;0048;0048-7;115;28000;;1;;;;1;;;
100015699473;H409900;0048;0048-6;115;56000;;1;;;;1;;;
100015699202;B682262;0048;0048-4;34.5;6250;;1;;;;1;;;
100015699732;C0580251;0048;0048-9;115;56000;;1;;;;1;;;
100015698956;251021951;0048;0048-1;34.5;10500;;1;;;;1;;;
100015699936;2120040;0049;0049-1;34.5;10500;;1;;;;1;;;
100015700084;2621681;0049;0049-3;34.5;18750;;1;;;;1;;;
100015700001;C859116;0049;0049-2;34.5;9375;;1;;;;1;;;
100015700155;5066849;0049;0049-4;34.5;18750;;1;;;;1;;;
100015689232;S32134;0049;0049-5;34.5;37300;;1;;;;1;;;
100015689233;S32136;0049;0049-6;34.5;37300;;1;;;;1;;;
100015700619;8565180;0050;0050-2;11.5;6250;;1;;;;1;;;
100015700573;8109353;0050;0050-1;11.5;5330;;1;;;;1;;;
100015700752;5066338;0051;0051-1;11.5;6250;;1;;;;1;;;
100015700846;2019928;0053;0053-1C SPARE;34.5;4500;;1;;;;1;;;
100015700844;2366992;0053;0053-1A SPARE;34.5;4500;;1;;;;1;;;
100015700845;2084073;0053;0053-1B SPARE;34.5;4500;;1;;;;1;;;
100015700979;368501;0055;0055-2;34.5;22400;;1;;;;1;;;
100015701193;C0532951;0056;0056-3;115;22400;;1;;;;1;;;
100015701147;G204204;0056;0056-2;115;112000;;1;;;;1;;;
100015701129;G204201;0056;0056-1;115;112000;;1;;;;1;;;
100016096491;E40860313;0056;0056-4;115;20000;;1;;;;1;;;
100015701401;C0238651;0058;0058-1;34.5;7000;;1;;;;1;;;
100015701586;C500220;0060;0060-SPARE - FUTURE STA 60;34.5;4600;;1;;;;1;;;
100015701488;2751681;0060;0060-1;34.5;3750;;1;;;;1;;;
100015701697;GM930730;0062;0062-4;34.5;10500;;1;;;;1;;;
100015701585;GM930729;0062;0062-3;34.5;10500;;1;;;;1;;;
100015701860;3023452;0063;0063-1;34.5;6250;;1;;;;1;;;
100015701913;C0340951;0063;0063-2;34.5;10500;;1;;;;1;;;
100015702118;10110230651;0064;0064-1BUS REG;4;6;;1;;;;1;;;
100015702097;2475748;0064;0064-1;34.5;5000;;1;;;;1;;;
100015702206;C0050831;0065;0065-2;34.5;7000;;1;;;;1;;;
100015702177;M160975B;0065;0065-1;34.5;10500;;1;;;;1;;;
100015702384;F960283A;0066;0066-1;34.5;10500;;1;;;;1;;;
100015702410;F960283B;0066;0066-2;34.5;10500;;1;;;;1;;;
100015702621;6530203;0067;0067-1B;34.5;3750;;1;;;;1;;;
100015702620;6530202;0067;0067-1A;34.5;3750;;1;;;;1;;;
100015702662;6992024;0067;0067-2;115;37400;;1;;;;1;;;
100015702695;C0751051;0067;0067-3;115;22400;;1;;;;1;;;
100015702640;6530201;0067;0067-1C;34.5;3750;;1;;;;1;;;
100015703053;2492329;0068;0068-1;11.5;6250;;1;;;;1;;;
100015703099;2977481;0068;0068-2;11.5;6250;;1;;;;1;;;
100015703217;SLL54451;0069;0069-1;115;22400;;1;;;;1;;;
100015703218;G860268;0069;0069- EMSP 115-12KV 22MVA;115;22000;;1;;;;1;;;
100015703333;C0383952;0070;0070-1;115;22400;;1;;;;1;;;
100015703360;A2733T;0070;0070-2;115;22400;;1;;;;1;;;
100015703487;F961332;0071;0071-1;115;14000;;1;;;;1;;;
100015703535;E691793B;0071;0071-2;115;10500;;1;;;;1;;;
100015703691;2669284;0072;0072-1;11.5;6250;;1;;;;1;;;
100015703725;C857224;0072;0072-2;11.5;6250;;1;;;;1;;;
100015703843;C859380;0073;0073-1;34.5;7000;;1;;;;1;;;
100015703927;2898483;0074;0074-1;34.5;6250;;1;;;;1;;;
100015704021;C0066951;0075;0075-1;34.5;6250;;1;;;;1;;;
100015704057;C0345351;0075;0075-2;34.5;7000;;1;;;;1;;;
100015704217;C0029531;0076;0076-2;34.5;6250;;1;;;;1;;;
100015704185;C505251;0076;0076-1;34.5;6250;;1;;;;1;;;
100015705165;13B09272;0080;0080-SPARE;345;420000;;1;;;;1;;;
100015704985;D596815;0080;0080-MOBILE SUBS;115;10000;;1;;;;1;;;
100015704999;103;0080;0080-MOBILE SUBS;0;0;;1;;;;1;;;
100015704461;C0494951;0080;0080-2;345;280000;;1;;;;1;;;
100015704691;232810931;0080;0080-4;115;56000;;1;;;;1;;;
100015704373;11B10305;0080;0080-1;345;420000;;1;;;;1;;;
100015704487;11B10306;0080;0080-3;345;420000;;1;;;;1;;;
100015705178;TP80287401;0080;0080-5T;345;420000;;1;;;;1;;;
100015705251;F960615;0081;0081-1;34.5;10500;;1;;;;1;;;
100015705299;A5624;0081;0081-2;34.5;10500;;1;;;;1;;;
100015705695;RDP16501;0082;0082-3;115;22000;;1;;;;1;;;
100015705639;RHP33091;0082;0082-2;115;56000;;1;;;;1;;;
100015705531;D596689;0082;0082-1;115;56000;;1;;;;1;;;
100015706160;C0117551;0082;0082-SPARE 34-4;34.5;6250;;1;;;;1;;;
100015705532;292789991;0082;0082- EMSP 34-12 22MVA;34.5;22400;;1;;;;1;;;
